İl;İlçe;Okul Adı
İZMİR;TİRE;ÖZEL TİRE EGE ARMADA ANADOLU LİSESİ
İZMİR;TİRE;ÖZEL TİRE EGE ARMADA FEN LİSESİ
İZMİR;TİRE;ÖZEL TİRE EGE ARMADA İLKOKULU
İZMİR;TİRE;ÖZEL TİRE EGE ARMADA ORTAOKULU
İZMİR;TİRE;ÖZEL TİRE FİNAL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TİRE;ÖZEL TİRE ŞİRİN CAN ANAOKULU
İZMİR;TİRE;ÖZEL TİRE SINAV ANADOLU LİSESİ
İZMİR;TİRE;ÖZEL TİRE SINAV FEN LİSESİ
İZMİR;TİRE;ÖZEL TİRE SINAV İLERİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TİRE;ÖZEL TİRE TÖBEK BOĞAZİÇİ ANADOLU LİSESİ
İZMİR;TİRE;ÖZEL TİRE TÖBEK BOĞAZİÇİ FEN LİSESİ
İZMİR;TİRE;ÖZEL TİRE TÖBEK BOĞAZİÇİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TİRE;ÖZEL TİRE UĞUR İLKOKULU
İZMİR;TİRE;ÖZEL TİRE UĞUR ORTAOKULU
İZMİR;TORBALI;ÖZEL  AYRANCILAR ARTI SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL ALTIN ÇOCUK KAMPÜS ANAOKULU
İZMİR;TORBALI;ÖZEL AYRANCILAR CEMALETTİN EROĞLU LALE BAHÇESİ ANAOKULU
İZMİR;TORBALI;ÖZEL AYRANCILAR MİNİK DAHİLER ANAOKULU
İZMİR;TORBALI;ÖZEL BERTAN ÇATAK ANAOKULU
İZMİR;TORBALI;ÖZEL ELİM SENDE ANAOKULU
İZMİR;TORBALI;ÖZEL ETKİNLİK KUŞAĞI ANAOKULU
İZMİR;TORBALI;ÖZEL İLKEM ANAOKULU
İZMİR;TORBALI;ÖZEL İZMİR FAMİLYA ANAOKULU
İZMİR;TORBALI;ÖZEL İZMİR PANCAR OSB MESLEKİ VE TEKNİK ANADOLU LİSESİ
İZMİR;TORBALI;ÖZEL PAPALİNA ANAOKULU
İZMİR;TORBALI;ÖZEL SORU NET SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TAK KOLEJİ İLKOKULU
İZMİR;TORBALI;ÖZEL TAK KOLEJİ ORTAOKULU
İZMİR;TORBALI;ÖZEL TESTANALİZ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI AÇI SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI ADAY SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI BAHÇELİEVLER SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI BAHÇEŞEHİR ANADOLU LİSESİ
İZMİR;TORBALI;ÖZEL TORBALI BAHÇEŞEHİR ANAOKULU
İZMİR;TORBALI;ÖZEL TORBALI BAHÇEŞEHİR İLKOKULU
İZMİR;TORBALI;ÖZEL TORBALI BAHÇEŞEHİR ORTAOKULU
İZMİR;TORBALI;ÖZEL TORBALI BAŞARI ANAOKULU
İZMİR;TORBALI;ÖZEL TORBALI BERTAN ÇATAK SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI BİLGİ PARKI ANAOKULU
İZMİR;TORBALI;ÖZEL TORBALI ÇÖZÜM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI DENİZ AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI DÖRT BOYUT SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI DOĞA ANADOLU LİSESİ
İZMİR;TORBALI;ÖZEL TORBALI DOĞA ANAOKULU
İZMİR;TORBALI;ÖZEL TORBALI DOĞA FEN LİSESİ
İZMİR;TORBALI;ÖZEL TORBALI DOĞA İLKOKULU
İZMİR;TORBALI;ÖZEL TORBALI DOĞA ORTAOKULU
İZMİR;TORBALI;ÖZEL TORBALI DOĞRU STRATEJİM  SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI FİNAL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI İZ BİLİM KOLEJİ İLKOKULU
İZMİR;TORBALI;ÖZEL TORBALI İZ BİLİM KOLEJİ ORTAOKULU
İZMİR;TORBALI;ÖZEL TORBALI KARINCA ANAOKULU
İZMİR;TORBALI;ÖZEL TORBALI LALE BAHÇESİ ANAOKULU
İZMİR;TORBALI;ÖZEL TORBALI MAYA ÇOCUK ANAOKULU
İZMİR;TORBALI;ÖZEL TORBALI NAZMİ ARIKAN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI RADİKAL KARAR SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI SEKİZ ONİKİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;TORBALI;ÖZEL TORBALI SELİN ANAOKULU
İZMİR;TORBALI;ÖZEL TÜRKAN ÇETİN ANAOKULU
İZMİR;TORBALI;ÖZEL TURUNCU ANADOLU LİSESİ
İZMİR;TORBALI;ÖZEL TURUNCU FEN LİSESİ
İZMİR;TORBALI;ÖZEL TURUNCU İLKOKULU
İZMİR;TORBALI;ÖZEL TURUNCU KÜLTÜR SANAT ANAOKULU
İZMİR;TORBALI;ÖZEL TURUNCU ORTAOKULU
İZMİR;TORBALI;ÖZEL YILDIRIM BEY SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;URLA;İYTEV ÖZEL YÜCEL TONGUÇ İLKOKULU
İZMİR;URLA;İYTEV ÖZEL YÜCEL TONGUÇ ORTAOKULU
İZMİR;URLA;ÖZEL  URLA UĞUR SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;URLA;ÖZEL BADEMLER KÖYÜ KOLEJİ ANADOLU LİSESİ
İZMİR;URLA;ÖZEL BADEMLER KÖYÜ KOLEJİ İLKOKULU
İZMİR;URLA;ÖZEL BADEMLER KÖYÜ KOLEJİ ORTAOKULU
İZMİR;URLA;ÖZEL BİLİMSEV  İLKOKULU
İZMİR;URLA;ÖZEL BİLİMSEV ANAOKULU
İZMİR;URLA;ÖZEL BİLİMSEV KOLEJİ İLKOKULU
İZMİR;URLA;ÖZEL BİLİMSEV ORTAOKULU
İZMİR;URLA;ÖZEL BİR DEMET SEVGİ ANAOKULU
İZMİR;URLA;ÖZEL ÇİKOLATAM ANAOKULU
İZMİR;URLA;ÖZEL ECEM SONGÜR ANAOKULU
İZMİR;URLA;ÖZEL FARKLI İZ ANAOKULU
İZMİR;URLA;ÖZEL MUCİZE ÇOCUKLAR ANAOKULU
İZMİR;URLA;ÖZEL ÖZDEN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;URLA;ÖZEL PEMBE DÜŞLER ANAOKULU
İZMİR;URLA;ÖZEL URLA AİLE REHBERLİK VE PSİKOLOJİK DANIŞMA MERKEZİ
İZMİR;URLA;ÖZEL URLA İSKELE ANAOKULU
İZMİR;URLA;ÖZEL URLA LALE BAHÇESİ ANAOKULU
İZMİR;URLA;ÖZEL URLA MAVİ ANAOKULU
İZMİR;URLA;ÖZEL URLA MİNİ TEK ANAOKULU
İZMİR;URLA;ÖZEL URLA ÖBEK BOĞAZİÇİ ANADOLU LİSESİ
İZMİR;URLA;ÖZEL URLA ÖBEK BOĞAZİÇİ ORTAOKULU
İZMİR;URLA;ÖZEL URLA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
İZMİR;URLA;ÖZEL YUKA ÇOCUK KÖYÜ ANAOKULU
İZMİR;URLA;TED İZMİR ÖZEL ANADOLU LİSESİ
İZMİR;URLA;TED İZMİR ÖZEL ANAOKULU
İZMİR;URLA;TED İZMİR ÖZEL İLKOKULU
İZMİR;URLA;TED İZMİR ÖZEL ORTAOKULU
KAHRAMANMARAŞ;AFŞİN;ÖZEL ALTUNELMA GÜLVEREN ANAOKULU
KAHRAMANMARAŞ;AFŞİN;ÖZEL FEVZİ KARAOĞLAN İLKOKULU
KAHRAMANMARAŞ;AFŞİN;ÖZEL KARAOĞLAN ANADOLU LİSESİ
KAHRAMANMARAŞ;AFŞİN;ÖZEL KARAOĞLAN FEN LİSESİ
KAHRAMANMARAŞ;AFŞİN;ÖZEL KARAOĞLAN ORTAOKULU
KAHRAMANMARAŞ;ANDIRIN;ÖZEL NT ENDERUN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ÇAĞLAYANCERİT;ÖZEL İLK ADIM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;DULKADİROĞLU;ÖZEL DULKADİROĞLU FİNAL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;DULKADİROĞLU;ÖZEL DULKADİROĞLU GÜLDEREN ANAOKULU
KAHRAMANMARAŞ;DULKADİROĞLU;ÖZEL HAYRUNNİSA ANAOKULU
KAHRAMANMARAŞ;DULKADİROĞLU;ÖZEL KAHRAMANMARAŞ TEKNOKENT KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN BAHÇEŞEHİR KOLEJİ  İLKOKULU
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN BAHÇEŞEHİR KOLEJİ FEN LİSESİ
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN BAHÇEŞEHİR KOLEJİ ORTAOKULU
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN BİLİM TEKNİK VE İNOVASYON MESLEKİ VE TEKNİK ANADOLU LİSESİ
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN FİNAL AKADEMİ ANADOLU LİSESİ
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN FİNAL AKADEMİ FEN LİSESİ
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN FİNAL AKADEMİ ORTAOKULU
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN YILDIZ İLKOKULU
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN YILDIZ KOLEJİ FEN LİSESİ
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL ELBİSTAN YILDIZ ORTAOKULU
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL GÜNER ANAOKULU
KAHRAMANMARAŞ;ELBİSTAN;ÖZEL NOVA AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;GÖKSUN;ÖZEL BİLGE SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;GÖKSUN;ÖZEL GÖKSUN MASAL AKADEMİ ÖZEL EĞİTİM ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL  SÜMEYYE NACAR ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ADİL DURSUN ANADOLU LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ADİL DURSUN FEN LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL AKIL TRENİ KOLEJİ (ATK) ANADOLU LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL AKIL TRENİ KOLEJİ (ATK) ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ARTI SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ASRIN  ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BEYZA BOĞAZİÇİ İLKOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BEYZA BOĞAZİÇİ ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BEYZA ENDERUN ANADOLU LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BEYZA ENDERUN ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BEYZA ENDERUN FEN LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BEYZA ENDERUN İLKOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BEYZA ENDERUN ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BİNEVLER MAT FEN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BİRFEN VİP SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BİRİKİM AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL BOĞAZİÇİ VİP SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL CELAL TEKİŞ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL DEMİRAY KOLEJİ İLKOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL DİLKENT SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ERDEM AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ERDOĞANYILMAZ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL FATİH YENİBERTİZ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL FENOMEN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL FESTİVAL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL GENÇ MESAİ KOLEJİ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL GENÇ MESAİ KOLEJİ İLKOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL GENÇ MESAİ KOLEJİ ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL GÜLDEREN ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL GÜLDEREN BOĞAZİÇİ ÇOCUK AKADEMİSİ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL GÜLDEREN ÇOCUK AKADEMİSİ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL GÜLDEREN İKİ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL HALİL GÜRSOY (HG) DOĞA KOLEJİ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL HİLAL IŞIĞI ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL HOCALARA GELDİK BAŞARI MERKEZİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL HÜRRİYET BİRİKİM ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ BAHÇEŞEHİR FEN LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ BAHÇEŞEHİR KOLEJİ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ BAHÇEŞEHİR KOLEJİ İLKOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ BAHÇEŞEHİR KOLEJİ ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ BİRİKİM  İLKOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ BİRİKİM ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ DEĞERLER ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ DOĞA KOLEJİ ANADOLU LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ DOĞA KOLEJİ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ DOĞA KOLEJİ FEN LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ DOĞA KOLEJİ İLKOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ DOĞA KOLEJİ ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ FLORYA AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ MASAL BAHÇESİ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ MODERN BİLİMLER AKADEMİSİ (MBA) ANADOLU LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ MODERN BİLİMLER AKADEMİSİ (MBA) FEN LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ MODERN BİLİMLER AKADEMİSİ (MBA) ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAHRAMANMARAŞ SEVİYE SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KAMPÜS VİP SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KİPAŞ ANADOLU LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KİPAŞ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KİPAŞ FEN LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KİPAŞ İLKOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL KİPAŞ ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL MADALYON AKIL TRENİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL MEHMET CEYHAN KOLEJİ İLKOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL MEHMET CEYHAN KOLEJİ ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL MESAİ KOLEJİ ANADOLU LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL MESAİ KOLEJİ FEN LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL MESAİ KOLEJİ ORTAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL MİNİĞİM ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL MOZAİK SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL NECİP FAZIL MESLEKİ VE TEKNİK ANADOLU LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ONİKİŞUBAT BİRİKİM ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ONİKİŞUBAT DİLGEM DİL KONUŞMA VE ERGOTERAPİ MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ONİKİŞUBAT DOĞA KOLEJİ ANADOLU LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ONİKİŞUBAT DOĞA KOLEJİ FEN LİSESİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ONİKİŞUBAT PİRAMİT SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ONİKİŞUBAT YENİ NESİL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL PANORAMA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL PERA ROTACI SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL REFLEKS SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL ŞEVKAT ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL SEDA İLHAN ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL SİMYA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL TEKEREK ÇAĞIN ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL UMUT BAHÇESİ ANAOKULU
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL VİP FENOMEN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL YENİ AKIL TRENİ (ATK) SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;ONİKİŞUBAT;ÖZEL YULA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;PAZARCIK;ÖZEL ELİT AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;PAZARCIK;ÖZEL NETKOÇ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;PAZARCIK;ÖZEL PAZARCIK FİNAL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;PAZARCIK;ÖZEL PAZARCIK SİMYA ANADOLU LİSESİ
KAHRAMANMARAŞ;PAZARCIK;ÖZEL PAZARCIK SİMYA İLKOKULU
KAHRAMANMARAŞ;PAZARCIK;ÖZEL PAZARCIK SİMYA ORTAOKULU
KAHRAMANMARAŞ;PAZARCIK;ÖZEL PAZARCIK YENİ NESİL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KAHRAMANMARAŞ;TÜRKOĞLU;ÖZEL TÜRKOĞLU GÜLDEREN ANAOKULU
KARABÜK;MERKEZ;ÖZEL HACI KADİR ERHAL BEYAZ ZAMBAK ANAOKULU
KARABÜK;MERKEZ;ÖZEL KARABÜK BAHÇEŞEHİR İLKOKULU
KARABÜK;MERKEZ;ÖZEL KARABÜK BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ
KARABÜK;MERKEZ;ÖZEL KARABÜK BAHÇEŞEHİR KOLEJİ FEN LİSESİ
KARABÜK;MERKEZ;ÖZEL KARABÜK BAHÇEŞEHİR ORTAOKULU
KARABÜK;MERKEZ;ÖZEL KARABÜK FİNAL ANADOLU LİSESİ
KARABÜK;MERKEZ;ÖZEL KARABÜK FİNAL FEN LİSESİ
KARABÜK;MERKEZ;ÖZEL KARABÜK FİNAL İLKOKULU
KARABÜK;MERKEZ;ÖZEL KARABÜK FİNAL ORTAOKULU
KARABÜK;MERKEZ;ÖZEL KARABÜK MİNİAKADEMİ ANAOKULU
KARABÜK;MERKEZ;ÖZEL KARABÜK SINAV SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KARABÜK;MERKEZ;ÖZEL ŞAHSİYET AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KARABÜK;MERKEZ;TED KARABÜK KOLEJİ VAKFI ÖZEL ANADOLU LİSESİ
KARABÜK;MERKEZ;TED KARABÜK KOLEJİ VAKFI ÖZEL İLKOKULU
KARABÜK;MERKEZ;TED KARABÜK KOLEJİ VAKFI ÖZEL ORTAOKULU
KARABÜK;SAFRANBOLU;ÖZEL EMEK ÇAMLICA ANAOKULU
KARABÜK;SAFRANBOLU;ÖZEL KARABÜK DOĞA KOLEJİ ANADOLU LİSESİ
KARABÜK;SAFRANBOLU;ÖZEL KARABÜK DOĞA KOLEJİ İLKOKULU
KARABÜK;SAFRANBOLU;ÖZEL KARABÜK DOĞA KOLEJİ ORTAOKULU
KARABÜK;SAFRANBOLU;ÖZEL SAFRANBOLU ÇAMLICA İLKOKULU
KARABÜK;SAFRANBOLU;ÖZEL SAFRANBOLU FİNAL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KARABÜK;SAFRANBOLU;ÖZEL SAFRANBOLU MURAT YILDIRIM ANADOLU LİSESİ
KARABÜK;SAFRANBOLU;ÖZEL SAFRANBOLU MURAT YILDIRIM İLKOKULU
KARABÜK;SAFRANBOLU;ÖZEL SAFRANBOLU MURAT YILDIRIM ORTAOKULU
KARABÜK;SAFRANBOLU;ÖZEL SAFRANBOLU NESİBE AYDIN İLKOKULU
KARABÜK;SAFRANBOLU;ÖZEL SAFRANBOLU NESİBE AYDIN ORTAOKULU
KARABÜK;SAFRANBOLU;ÖZEL SALİH AYDIN MESLEKİ VE TEKNİK ANADOLU LİSESİ
KARABÜK;SAFRANBOLU;ÖZEL SMT GRUP GELECEĞİN MİMARLARI ANAOKULU
KARAMAN;ERMENEK;ÖZEL TAŞELİ ŞAHİN SONER UYAR ANAOKULU
KARAMAN;MERKEZ;ÖZEL BABAOĞLU FEN LİSESİ
KARAMAN;MERKEZ;ÖZEL BABAOĞLU İLKOKULU
KARAMAN;MERKEZ;ÖZEL BABAOĞLU ORTAOKULU
KARAMAN;MERKEZ;ÖZEL BEYAZ  ZAMBAK ANAOKULU
KARAMAN;MERKEZ;ÖZEL KARAMAN BAŞARI ANADOLU LİSESİ
KARAMAN;MERKEZ;ÖZEL KARAMAN BAŞARI ANAOKULU
KARAMAN;MERKEZ;ÖZEL KARAMAN BAŞARI FEN LİSESİ
KARAMAN;MERKEZ;ÖZEL KARAMAN BAŞARI İLKOKULU
KARAMAN;MERKEZ;ÖZEL KARAMAN BAŞARI ORTAOKULU
KARAMAN;MERKEZ;ÖZEL KARAMAN ÇAMLICA ANAOKULU
KARAMAN;MERKEZ;ÖZEL KARAMAN ÇOCUK KALBİ ANAOKULU
KARAMAN;MERKEZ;ÖZEL KARAMAN DAHİ ÇOCUK ANAOKULU
KARAMAN;MERKEZ;ÖZEL KARAMAN DELTA ÇOCUK SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
KARAMAN;MERKEZ;ÖZEL KARAMAN DÜŞÜNÜR ANAOKULU
KARAMAN;MERKEZ;ÖZEL KARAMAN DÜŞÜNÜR İLKOKULU
